School Name,School Code,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,year,Nonbinary,High Needs#,High Needs%,English Learners#,English Learners%,First Language Not English#,First Language Not English%,Economically Disadvantaged#,Economically Disadvantaged%,Students with Disabilities#,Students with Disabilities%,Low Income#,Low Income%,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,Tests Taken,Reading / Writing,Writing,Math
Attleboro - Hill-Roberts Elementary School,00160045,   0.9,   3.9,   6.0,  12.8,   8.1,   0.0,  68.3,  45.0,  55.0,2017,,     200,  43.7,      24,   5.2,      33,   7.2,     144,  31.4,      67,  14.6,,,,,,,,,,,,,,,,,,,,,,,
Attleboro - Hyman Fine Elementary School,00160040,   0.0,   6.3,   4.3,  12.6,   6.1,   0.0,  70.7,  52.8,  47.2,2017,,     228,  47.2,      60,  12.4,      87,  18.0,     159,  32.9,      59,  12.2,,,,,,,,,,,,,,,,,,,,,,,
Attleboro - Peter Thacher Elementary School,00160050,   0.0,   6.1,   3.8,  11.7,   9.6,   0.0,  68.8,  46.2,  53.8,2017,,     220,  52.4,      51,  12.1,      79,  18.8,     135,  32.1,      89,  21.2,,,,,,,,,,,,,,,,,,,,,,,
Attleboro - Robert J. Coelho Middle School,00160305,   0.0,   3.6,   3.6,  10.6,   5.4,   0.0,  76.8,  49.0,  51.0,2017,,     222,  33.4,       9,   1.4,      38,   5.7,     140,  21.1,     104,  15.7,,,,,,,,,,,,,,,,,,,,,,,
Attleboro - Thomas Willett Elementary School,00160035,   0.0,   9.4,   6.2,   9.8,   9.6,   0.0,  65.0,  47.7,  52.3,2017,,     237,  54.7,      59,  13.6,      76,  17.6,     168,  38.8,      74,  17.1,,,,,,,,,,,,,,,,,,,,,,,
Attleboro - Wamsutta Middle School,00160320,   0.0,   5.9,   6.0,  18.7,   4.3,   0.2,  64.9,  46.3,  53.7,2017,,     252,  43.8,      23,   4.0,      93,  16.1,     181,  31.4,     102,  17.7,,,,,,,,,,,,,,,,,,,,,,,
Auburn - Auburn Middle,00170305,   0.3,   4.2,   1.8,   5.4,   2.7,   0.0,  85.6,  49.4,  50.6,2017,,     174,  27.5,      15,   2.4,      48,   7.6,     114,  18.0,      57,   9.0,,,,,,,,,,,,,,,,,,,,,,,
Auburn - Auburn Senior High,00170505,   0.4,   4.3,   2.1,   6.4,   2.8,   0.0,  84.0,  51.9,  48.1,2017,,     194,  24.2,      17,   2.1,      51,   6.4,     132,  16.5,      73,   9.1,,,162,126,77.8,0,27.8,19.8,52.4,19.8,23,15.9,       159,    94.3,     1.3,     0.0,     1.3,     3.1,     0.0,     193,551,,540
Auburn - Bryn Mawr,00170010,   0.7,   3.1,   1.4,  10.1,   3.5,   0.0,  81.1,  47.9,  52.1,2017,,     100,  33.4,      15,   5.0,      20,   6.7,      68,  22.7,      35,  11.7,,,,,,,,,,,,,,,,,,,,,,,
Auburn - Pakachoag School,00170025,   0.0,   3.9,   2.8,   8.2,   3.9,   0.0,  81.1,  47.7,  52.3,2017,,      95,  31.6,      24,   8.0,      32,  10.6,      54,  17.9,      28,   9.3,,,,,,,,,,,,,,,,,,,,,,,
Auburn - Swanson Road Intermediate School,00170030,   0.0,   3.4,   1.5,   7.6,   3.5,   0.0,  84.0,  50.7,  49.3,2017,,     164,  28.4,      21,   3.6,      39,   6.8,     120,  20.8,      51,   8.8,,,,,,,,,,,,,,,,,,,,,,,
Avon - Avon Middle High School,00180510,   0.6,   5.6,  37.3,   4.7,   3.4,   0.0,  48.3,  51.4,  48.3,2017,,     126,  40.4,      11,   3.5,      29,   9.3,      88,  28.2,      48,  15.4,,,36,33,91.7,0,30.3,18.2,51.5,15.2,12.1,39.4,        50,    92.0,     2.0,     0.0,     0.0,     6.0,     0.0,      38,513,,497
Avon - Ralph D Butler,00180010,   1.3,   3.8,  23.3,   6.8,   5.8,   0.0,  59.0,  47.8,  52.2,2017,,     174,  42.0,      19,   4.6,      23,   5.6,     124,  30.0,      68,  16.4,,,,,,,,,,,,,,,,,,,,,,,
Ayer Shirley School District - Ayer Shirley Regional High School,06160505,   0.2,   2.4,   7.8,  10.5,   5.9,   0.2,  72.9,  49.6,  50.4,2017,,     140,  34.2,       8,   2.0,      29,   7.1,      93,  22.7,      58,  14.2,,,85,69,81.2,0,17.4,18.8,63.8,17.4,37.7,23.2,        85,    92.9,     1.2,     0.0,     0.0,     5.9,     0.0,     104,554,,551
Ayer Shirley School District - Ayer Shirley Regional Middle School,06160305,   0.8,   2.0,   4.8,  10.6,   5.8,   0.8,  75.2,  52.9,  47.1,2017,,     143,  38.6,       7,   1.9,      21,   5.7,      99,  26.8,      68,  18.4,,,,,,,,,,,,,,,,,,,,,,,
Ayer Shirley School District - Lura A. White Elementary School,06160001,   0.0,   2.6,   2.1,   9.8,   4.1,   0.3,  81.2,  47.3,  52.7,2017,,     142,  35.5,       3,   0.8,      11,   2.8,      92,  23.0,      72,  18.0,,,,,,,,,,,,,,,,,,,,,,,
Ayer Shirley School District - Page Hilltop Elementary School,06160002,   0.2,   3.8,   3.2,  11.7,   4.2,   0.4,  76.5,  46.0,  54.0,2017,,     221,  41.9,      38,   7.2,      71,  13.5,     143,  27.1,      80,  15.2,,,,,,,,,,,,,,,,,,,,,,,
Barnstable - Barnstable High,00200505,   0.9,   2.8,   8.4,  11.5,   3.7,   0.4,  72.2,  51.3,  48.7,2017,,     743,  40.0,     119,   6.4,     240,  12.9,     518,  27.9,     257,  13.8,,,352,251,71.3,0,26.3,29.5,44.2,28.7,10,16.7,       382,    87.7,     5.0,     1.8,     0.5,     5.0,     0.0,     341,566,,557
Barnstable - Barnstable Intermediate School,00200315,   0.5,   1.7,   8.0,   9.9,   5.2,   0.0,  74.7,  51.3,  48.7,2017,,     350,  47.5,      56,   7.6,     146,  19.8,     252,  34.2,     113,  15.3,,,,,,,,,,,,,,,,,,,,,,,
Barnstable - Barnstable United Elementary School,00200050,   0.0,   2.1,   6.7,  11.7,   3.5,   0.4,  75.6,  48.0,  52.0,2017,,     463,  54.0,      91,  10.6,     199,  23.2,     342,  39.9,     116,  13.5,,,,,,,,,,,,,,,,,,,,,,,
Barnstable - Centerville Elementary,00200010,   0.3,   1.4,   4.8,   8.5,   2.7,   0.0,  82.3,  46.1,  53.9,2017,,     134,  51.7,      39,  15.1,      61,  23.6,      78,  30.1,      41,  15.8,,,,,,,,,,,,,,,,,,,,,,,
Barnstable - Enoch Cobb Early Learning Center,00200001,   0.0,   2.4,   5.6,  11.1,   7.9,   0.0,  73.0,  45.2,  54.8,2017,,      79,  58.5,      23,  17.0,      30,  22.2,      39,  28.9,      61,  45.2,,,,,,,,,,,,,,,,,,,,,,,
Barnstable - Hyannis West Elementary,00200025,   0.3,   2.5,  17.1,  27.5,   9.6,   0.3,  42.7,  45.2,  54.8,2017,,     261,  78.1,     123,  36.8,     139,  41.6,     185,  55.4,      35,  10.5,,,,,,,,,,,,,,,,,,,,,,,
Barnstable - West Barnstable Elementary,00200005,   0.0,   1.9,   4.6,   6.5,   3.5,   0.0,  83.5,  43.5,  56.5,2017,,     102,  39.2,      18,   6.9,      22,   8.5,      74,  28.5,      31,  11.9,,,,,,,,,,,,,,,,,,,,,,,
Barnstable - West Villages Elementary School,00200045,   0.5,   0.7,   2.0,   5.2,   3.6,   0.0,  88.0,  49.7,  50.3,2017,,     134,  31.1,      13,   3.0,      18,   4.2,      98,  22.7,      51,  11.8,,,,,,,,,,,,,,,,,,,,,,,
Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Public School,04270010,   1.0,   3.1,  17.9,  20.7,   5.2,   0.3,  51.7,  48.3,  51.7,2017,,     172,  56.0,      64,  20.8,     125,  40.7,     126,  41.0,      28,   9.1,,,,,,,,,,,,,,,,,,,,,,,
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,   0.0,   0.8,  27.6,  65.3,   0.5,   0.0,   5.9,  49.5,  50.5,2017,,     340,  76.4,      63,  14.2,      92,  20.7,     314,  70.6,      85,  19.1,,,,,,,,,,,,,,,,,,,,      30,443,,453
Bedford - Bedford High,00230505,   0.0,  11.4,   7.8,   6.4,   5.2,   0.6,  68.7,  49.4,  50.6,2017,,     205,  23.9,       9,   1.0,      87,  10.1,      64,   7.5,     150,  17.5,,,216,179,82.9,0,39.7,15.1,45.3,13.4,7.3,15.6,       206,    98.5,     0.5,     0.0,     0.5,     0.5,     0.0,     229,596,,592
Bedford - John Glenn Middle,00230305,   0.0,  15.5,   5.8,   5.9,   3.6,   0.0,  69.2,  49.8,  50.2,2017,,     154,  26.4,      24,   4.1,     101,  17.3,      40,   6.9,     104,  17.8,,,,,,,,,,,,,,,,,,,,,,,
Bedford - Lt Elezer Davis,00230010,   0.0,  16.7,   5.0,   6.2,   6.9,   0.0,  65.2,  49.8,  50.2,2017,,     152,  25.5,      63,  10.6,     124,  20.8,      60,  10.1,      52,   8.7,,,,,,,,,,,,,,,,,,,,,,,
Bedford - Lt Job Lane School,00230012,   0.0,  15.7,   5.7,   4.4,   3.9,   0.0,  70.3,  46.6,  53.4,2017,,     200,  32.8,      65,  10.7,     126,  20.7,      52,   8.5,     102,  16.7,,,,,,,,,,,,,,,,,,,,,,,
Belchertown - Belchertown High,00240505,   0.1,   2.0,   2.0,   4.1,   1.4,   0.1,  90.3,  49.7,  50.3,2017,,     164,  23.1,       2,   0.3,      18,   2.5,      99,  13.9,      91,  12.8,,,165,136,82.4,0.7,37.5,29.4,32.4,27.2,11.8,9.6,       171,    96.5,     1.8,     0.0,     0.0,     1.8,     0.0,     146,570,,569
Belchertown - Chestnut Hill Community School,00240006,   0.0,   2.4,   2.6,   4.0,   2.2,   0.3,  88.4,  49.5,  50.5,2017,,     195,  35.2,       6,   1.1,       9,   1.6,     119,  21.5,     110,  19.9,,,,,,,,,,,,,,,,,,,,,,,
Belchertown - Cold Spring,00240005,   0.0,   1.8,   1.2,   5.3,   5.3,   0.0,  86.5,  55.3,  44.7,2017,,      70,  36.3,       2,   1.0,       2,   1.0,      45,  23.3,      35,  18.1,,,,,,,,,,,,,,,,,,,,,,,
Belchertown - Jabish Middle School,00240025,   0.0,   1.5,   2.3,   1.5,   2.3,   0.3,  92.2,  48.1,  51.9,2017,,     123,  30.9,       0,   0.0,       6,   1.5,      75,  18.8,      67,  16.8,,,,,,,,,,,,,,,,,,,,,,,
Belchertown - Swift River Elementary,00240018,   0.6,   1.2,   2.0,   5.0,   2.6,   0.0,  88.6,  47.9,  52.1,2017,,     169,  36.2,       6,   1.3,       6,   1.3,      98,  21.0,      94,  20.1,,,,,,,,,,,,,,,,,,,,,,,
Bellingham - Bellingham Early Childhood Center,00250003,   0.0,   3.1,   2.1,   0.0,   1.0,   2.1,  91.7,  42.7,  57.3,2017,,      51,  46.4,       0,   0.0,       1,   0.9,      24,  21.8,      40,  36.4,,,,,,,,,,,,,,,,,,,,,,,
Bellingham - Bellingham High School,00250505,   0.3,   3.1,   1.8,   5.3,   1.2,   0.0,  88.4,  45.5,  54.5,2017,,     246,  32.2,      11,   1.4,      29,   3.8,     132,  17.3,     144,  18.9,,,122,73,59.8,0,37,23.3,39.7,12.3,16.4,12.3,       139,    92.8,     5.8,     0.0,     0.0,     1.4,     0.0,     130,534,,535
Bellingham - Bellingham Memorial School,00250315,   0.3,   4.2,   1.7,   3.5,   1.4,   0.0,  88.9,  50.1,  49.9,2017,,     229,  31.8,       7,   1.0,      36,   5.0,     129,  17.9,     122,  17.0,,,,,,,,,,,,,,,,,,,,,,,
Bellingham - Keough Memorial Academy,00250510,   0.0,   0.0,   0.0,  11.8,   2.9,   0.0,  85.3,  32.4,  64.7,2017,,      34, 100.0,       0,   0.0,       0,   0.0,      13,  38.2,      34, 100.0,,,6,,,,,,,,,,,,,,,,,       1,,,
Bellingham - South Elementary,00250020,   0.0,   1.2,   1.8,   2.1,   0.6,   2.4,  91.9,  49.9,  50.1,2017,,     104,  31.0,       4,   1.2,       5,   1.5,      78,  23.3,      45,  13.4,,,,,,,,,,,,,,,,,,,,,,,
Bellingham - Stall Brook,00250025,   0.0,   2.0,   1.8,   3.5,   3.8,   1.5,  87.4,  53.2,  46.8,2017,,     109,  33.9,      14,   4.3,      18,   5.6,      62,  19.3,      48,  14.9,,,,,,,,,,,,,,,,,,,,,,,
Belmont - Belmont High,00260505,   0.0,  16.8,   4.6,   3.5,   5.2,   0.1,  69.9,  53.1,  46.9,2017,,     210,  16.2,      20,   1.5,     232,  17.9,      99,   7.7,      94,   7.3,,,329,272,82.7,0,64.7,4.8,30.5,4,3.7,11.4,       293,    97.6,     1.0,     0.0,     0.0,     1.4,     0.0,     366,618,,638
Belmont - Daniel Butler,00260015,   0.6,  23.7,   4.4,   8.8,   5.8,   0.0,  56.7,  47.4,  52.6,2017,,     116,  29.9,      62,  16.0,     112,  28.9,      42,  10.8,      31,   8.0,,,,,,,,,,,,,,,,,,,,,,,
Belmont - Mary Lee Burbank,00260010,   0.0,  20.6,   2.1,   4.3,   7.5,   0.3,  65.1,  50.4,  49.6,2017,,      89,  23.8,      47,  12.6,      75,  20.1,      19,   5.1,      23,   6.1,,,,,,,,,,,,,,,,,,,,,,,
Belmont - Roger E Wellington,00260035,   0.0,  15.3,   3.1,   2.2,  10.5,   0.0,  69.0,  44.9,  55.1,2017,,     179,  28.6,      74,  11.8,     145,  23.2,      50,   8.0,      73,  11.7,,,,,,,,,,,,,,,,,,,,,,,
Belmont - Winn Brook,00260005,   0.2,  24.8,   1.7,   3.4,   6.8,   0.0,  63.0,  48.7,  51.3,2017,,     125,  25.5,      78,  15.9,     122,  24.9,      17,   3.5,      35,   7.1,,,,,,,,,,,,,,,,,,,,,,,
Belmont - Winthrop L Chenery Middle,00260305,   0.1,  16.1,   3.5,   4.9,   6.0,   0.1,  69.3,  50.3,  49.7,2017,,     311,  21.9,      55,   3.9,     357,  25.1,     128,   9.0,     132,   9.3,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,   0.9,   2.6,  79.5,  13.3,   1.2,   0.0,   2.6,  48.1,  51.9,2017,,     220,  62.1,      18,   5.1,      65,  18.4,     188,  53.1,      51,  14.4,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,   0.2,  23.0,   1.6,   2.7,   3.1,   0.0,  69.4,  48.3,  51.7,2017,,     109,  24.6,      24,   5.4,      87,  19.6,      30,   6.8,      55,  12.4,,,,,,,,,,,,,,,,,,,,,,,
Bentley Academy Charter School (District) - Bentley Academy Charter School,35110205,   0.0,   3.1,  12.5,  48.6,   3.1,   0.0,  32.7,  48.6,  51.4,2017,,     225,  76.0,      56,  18.9,     112,  37.8,     198,  66.9,      51,  17.2,,,,,,,,,,,,,,,,,,,,,,,
Berkley - Berkley Community School,00270010,   0.0,   0.2,   0.0,   0.9,   2.8,   0.0,  96.1,  50.5,  49.5,2017,,     158,  29.9,       4,   0.8,       4,   0.8,      96,  18.1,      74,  14.0,,,,,,,,,,,,,,,,,,,,,,,
Berkley - Berkley Middle School,00270305,   0.0,   0.8,   1.0,   1.5,   2.6,   0.0,  94.1,  52.0,  48.0,2017,,     104,  26.6,       1,   0.3,       1,   0.3,      56,  14.3,      64,  16.4,,,,,,,,,,,,,,,,,,,,,,,
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,   0.0,   2.5,  14.6,   6.7,   3.9,   0.3,  71.9,  51.7,  48.0,2017,,     192,  54.2,       4,   1.1,       7,   2.0,     150,  42.4,      77,  21.8,,,30,29,96.7,0,51.7,3.4,44.8,3.4,34.5,6.9,        16,    87.5,     6.3,     0.0,     0.0,     6.3,     0.0,      35,568,,533
Berkshire Hills - Monument Mt Regional High,06180505,   0.2,   1.8,   2.2,   4.8,   2.4,   0.2,  88.5,  48.6,  51.4,2017,,     163,  31.2,       5,   1.0,      27,   5.2,     124,  23.7,      72,  13.8,,,122,86,70.5,0,43,26.7,30.2,22.1,8.1,7,       146,    95.2,     2.1,     0.7,     0.0,     2.1,     0.0,     120,594,,560
Berkshire Hills - Monument Valley Regional Middle School,06180310,   0.3,   3.1,   1.6,   7.2,   3.4,   0.5,  84.0,  53.7,  46.3,2017,,     144,  38.5,       9,   2.4,      27,   7.2,     109,  29.1,      61,  16.3,,,,,,,,,,,,,,,,,,,,,,,
Berkshire Hills - Muddy Brook Regional Elementary School,06180035,   0.0,   3.1,   1.7,  11.1,   6.8,   0.0,  77.3,  43.8,  56.3,2017,,     173,  49.7,      19,   5.5,      31,   8.9,     125,  35.9,      75,  21.6,,,,,,,,,,,,,,,,,,,,,,,
Berlin - Berlin Memorial,00280005,   0.5,   2.1,   0.5,   3.7,   4.2,   0.0,  88.9,  42.6,  57.4,2017,,      53,  29.0,       8,   4.4,      15,   8.2,      32,  17.5,      28,  15.3,,,,,,,,,,,,,,,,,,,,,,,
Berlin-Boylston - Tahanto Regional High,06200505,   0.0,   3.1,   1.0,   2.6,   2.1,   0.0,  91.3,  47.8,  52.2,2017,,     162,  27.3,      11,   1.9,      39,   6.6,      68,  11.4,      96,  16.2,,,78,63,80.8,0,39.7,7.9,52.4,6.3,22.2,17.5,        86,    97.7,     1.2,     0.0,     0.0,     1.2,     0.0,      97,570,,592
Beverly - Ayers/Ryal Side School,00300055,   0.0,   4.4,   3.4,  17.0,   2.1,   0.0,  73.1,  48.0,  52.0,2017,,     211,  42.1,      51,  10.2,      77,  15.4,     139,  27.7,      70,  14.0,,,,,,,,,,,,,,,,,,,,,,,
Beverly - Beverly High,00300505,   0.0,   2.7,   3.0,  10.8,   2.2,   0.2,  81.2,  50.2,  49.8,2017,,     420,  33.8,      37,   3.0,      94,   7.6,     280,  22.5,     202,  16.2,,,324,238,73.5,0,36.6,16.8,46.6,16.4,16.4,8.8,       331,    90.6,     4.8,     0.9,     0.3,     3.3,     0.0,     320,565,,551
Beverly - Briscoe Middle,00300305,   0.0,   2.4,   3.0,   9.5,   3.0,   0.0,  82.2,  46.1,  53.9,2017,,     384,  38.5,      22,   2.2,      78,   7.8,     253,  25.4,     199,  20.0,,,,,,,,,,,,,,,,,,,,,,,
Beverly - Centerville Elementary,00300010,   0.0,   0.6,   3.9,  15.4,   3.9,   0.0,  76.3,  47.8,  52.2,2017,,     151,  41.7,      16,   4.4,      16,   4.4,     119,  32.9,      75,  20.7,,,,,,,,,,,,,,,,,,,,,,,
Beverly - Cove Elementary,00300015,   0.0,   1.3,   3.0,  11.4,   6.7,   0.2,  77.4,  47.8,  52.2,2017,,     207,  42.1,      25,   5.1,      39,   7.9,     134,  27.2,      94,  19.1,,,,,,,,,,,,,,,,,,,,,,,
Beverly - Hannah Elementary,00300033,   0.0,   1.3,   1.3,  11.8,   4.7,   0.0,  80.8,  48.6,  51.4,2017,,     140,  35.8,      12,   3.1,      21,   5.4,      84,  21.5,      75,  19.2,,,,,,,,,,,,,,,,,,,,,,,
Beverly - McKeown School,00300002,   0.0,   0.9,   5.4,  11.6,   8.0,   0.0,  74.1,  36.6,  63.4,2017,,      86,  75.4,       0,   0.0,       1,   0.9,      45,  39.5,      73,  64.0,,,,,,,,,,,,,,,,,,,,,,,
Beverly - North Beverly Elementary,00300040,   0.3,   2.0,   2.0,  10.5,   2.6,   0.0,  82.6,  48.1,  51.9,2017,,     150,  37.6,      20,   5.0,      23,   5.8,     101,  25.3,      66,  16.5,,,,,,,,,,,,,,,,,,,,,,,
Billerica - Billerica Memorial High School,00310505,   0.1,   6.4,   2.3,   4.6,   2.0,   0.3,  84.3,  50.1,  49.9,2017,,     351,  26.2,      22,   1.6,     103,   7.7,     195,  14.6,     205,  15.3,,,275,213,77.5,0,38,20.2,41.8,19.2,14.1,16.9,       314,    86.9,     6.4,     0.3,     0.3,     6.1,     0.0,     314,547,,555
Billerica - Eugene C Vining,00310030,   0.0,   4.6,   2.0,  10.2,   6.1,   0.5,  76.6,  46.2,  53.8,2017,,      69,  35.4,       1,   0.5,       6,   3.1,      43,  22.1,      34,  17.4,,,,,,,,,,,,,,,,,,,,,,,
Billerica - Frederick J Dutile,00310007,   0.0,   3.3,   4.3,   5.6,   2.3,   0.0,  84.5,  49.8,  50.2,2017,,      77,  28.2,       0,   0.0,      10,   3.7,      42,  15.4,      49,  17.9,,,,,,,,,,,,,,,,,,,,,,,
Billerica - Hajjar Elementary,00310026,   0.4,   8.6,   4.6,   8.4,   1.0,   0.0,  76.9,  46.8,  53.2,2017,,     180,  39.0,      31,   6.7,      87,  18.8,     107,  23.2,      74,  16.0,,,,,,,,,,,,,,,,,,,,,,,
Billerica - John F Kennedy,00310012,   0.0,   2.8,   1.6,   2.8,   2.2,   0.0,  90.7,  49.5,  50.5,2017,,      76,  24.3,       0,   0.0,      10,   3.2,      42,  13.4,      44,  14.1,,,,,,,,,,,,,,,,,,,,,,,
Billerica - Locke Middle,00310310,   0.0,   6.2,   2.2,   3.4,   2.6,   0.2,  85.4,  48.9,  51.1,2017,,     148,  29.2,       0,   0.0,      37,   7.3,      74,  14.6,      92,  18.2,,,,,,,,,,,,,,,,,,,,,,,
Billerica - Marshall Middle School,00310305,   0.2,   5.5,   3.2,   3.9,   1.3,   0.2,  85.9,  50.4,  49.6,2017,,     218,  33.4,       6,   0.9,      56,   8.6,     114,  17.5,     136,  20.9,,,,,,,,,,,,,,,,,,,,,,,
Billerica - Parker,00310015,   0.4,  10.5,   5.9,   6.9,   3.2,   0.0,  73.2,  44.2,  55.8,2017,,     172,  34.3,       3,   0.6,      26,   5.2,     100,  19.9,     113,  22.5,,,,,,,,,,,,,,,,,,,,,,,
Billerica - Thomas Ditson,00310005,   0.0,   9.0,   5.0,   6.1,   4.4,   0.0,  75.5,  51.1,  48.9,2017,,     176,  32.8,      13,   2.4,      43,   8.0,      99,  18.5,      90,  16.8,,,,,,,,,,,,,,,,,,,,,,,
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,   0.0,   0.8,   0.6,   2.9,   1.6,   0.0,  94.1,  51.8,  48.2,2017,,     227,  18.6,       3,   0.2,       9,   0.7,     125,  10.2,     116,   9.5,,,296,236,79.7,0,38.1,3.8,58.1,3.4,29.2,15.7,       288,    99.3,     0.7,     0.0,     0.0,     0.0,     0.0,     349,562,,552
Blackstone-Millville - A F Maloney,06220015,   0.3,   1.4,   2.4,   5.5,   4.1,   0.0,  86.3,  52.7,  47.3,2017,,     119,  39.8,      17,   5.7,      31,  10.4,      67,  22.4,      55,  18.4,,,,,,,,,,,,,,,,,,,,,,,
Blackstone-Millville - Blackstone Millville RHS,06220505,   0.0,   1.8,   0.9,   3.6,   1.1,   0.0,  92.6,  51.3,  48.7,2017,,     134,  32.9,       5,   1.2,      20,   4.9,      82,  20.1,      63,  15.5,,,87,57,65.5,0,28.1,17.5,54.4,7,24.6,14,       121,    92.6,     2.5,     0.0,     0.8,     4.1,     0.0,      89,537,,535
Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,   0.0,   1.2,   1.2,   5.1,   2.5,   0.0,  90.0,  50.7,  49.3,2017,,     128,  30.0,       3,   0.7,      19,   4.5,      75,  17.6,      60,  14.1,,,,,,,,,,,,,,,,,,,,,,,
Blackstone-Millville - John F Kennedy Elementary,06220008,   0.0,   0.7,   1.7,   7.5,   4.8,   0.0,  85.3,  43.2,  56.8,2017,,     132,  44.6,      27,   9.1,      37,  12.5,      82,  27.7,      51,  17.2,,,,,,,,,,,,,,,,,,,,,,,
Blackstone-Millville - Millville Elementary,06220010,   0.0,   1.4,   0.4,   6.7,   2.1,   0.0,  89.4,  44.9,  55.1,2017,,     110,  38.6,       3,   1.1,      11,   3.9,      73,  25.6,      57,  20.0,,,,,,,,,,,,,,,,,,,,,,,
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,08060605,   0.8,   0.7,  22.7,  11.9,   4.5,   0.1,  59.3,  44.5,  55.5,2017,,     385,  45.1,       4,   0.5,      72,   8.4,     191,  22.4,     227,  26.6,,,209,123,58.9,0.8,28.5,32.5,38.2,31.7,12.2,22,       219,    96.3,     1.8,     0.0,     0.5,     1.4,     0.0,     117,505,,497
Boston - Another Course To College,00350541,   0.4,   5.8,  43.0,  39.9,   3.1,   0.4,   7.2,  50.7,  49.3,2017,,     168,  75.0,      37,  16.5,     100,  44.6,     138,  61.6,      52,  23.2,,,61,46,75.4,0,15.2,52.2,32.6,52.2,0,30.4,        63,    79.4,     3.2,     0.0,     1.6,    15.9,     0.0,      70,428,,431
Boston - Baldwin Early Learning Center,00350003,   0.0,  25.8,  15.1,  32.1,   4.4,   0.0,  22.6,  40.3,  59.7,2017,,     140,  80.9,     112,  64.7,     118,  68.2,      55,  31.8,      37,  21.4,,,,,,,,,,,,,,,,,,,,,,,
Boston - Beethoven,00350021,   0.0,   3.6,  23.4,  29.2,   2.7,   0.0,  41.0,  50.5,  49.5,2017,,     190,  58.6,      99,  30.6,     108,  33.3,     129,  39.8,      53,  16.4,,,,,,,,,,,,,,,,,,,,,,,
Boston - Blackstone,00350390,   0.0,   1.5,  24.1,  69.4,   1.2,   0.2,   3.6,  47.4,  52.6,2017,,     529,  92.0,     268,  46.6,     306,  53.2,     435,  75.7,     138,  24.0,,,,,,,,,,,,,,,,,,,,,,,
Boston - Boston Adult Academy,00350548,   0.0,   2.0,  53.8,  37.1,   1.0,   1.0,   5.1,  51.3,  48.7,2017,,     150,  97.4,     127,  82.5,     136,  88.3,      79,  51.3,       8,   5.2,,,101,26,25.7,7.7,3.8,84.6,3.8,84.6,0,3.8,        80,    22.5,    28.8,    33.8,     0.0,    15.0,     0.0,      16,388,,433
Boston - Boston Arts Academy,00350546,   0.0,   4.5,  40.5,  39.4,   3.1,   0.0,  12.5,  63.8,  36.2,2017,,     270,  57.6,      21,   4.5,     167,  35.6,     221,  47.1,      67,  14.3,,,73,47,64.4,0,40.4,25.5,34,25.5,8.5,10.6,        93,    90.3,     5.4,     0.0,     1.1,     3.2,     0.0,     161,491,,469
Boston - Boston Collaborative High School,00350755,   1.0,   1.0,  43.0,  39.4,   1.0,   0.0,  14.5,  48.2,  51.8,2017,,     134,  73.6,      41,  22.5,      80,  44.0,     112,  61.5,      40,  22.0,,,74,22,29.7,18.2,31.8,50,0,50,0,0,        99,    36.4,    43.4,     0.0,     3.0,    17.2,     0.0,       4,,,
Boston - Boston Community Leadership Academy,00350558,   0.4,   4.8,  36.0,  51.2,   1.8,   0.0,   5.8,  48.8,  51.2,2017,,     373,  78.7,     123,  25.9,     304,  64.1,     286,  60.3,     100,  21.1,,,93,69,74.2,1.4,31.9,31.9,34.8,31.9,8.7,24.6,       131,    81.7,     9.9,     0.0,     1.5,     6.9,     0.0,     116,463,,476
Boston - Boston International High School,00350507,   0.0,   3.4,  47.4,  45.5,   1.1,   0.8,   1.9,  48.1,  51.9,2017,,     366, 100.0,     338,  92.3,     366, 100.0,     242,  66.1,      22,   6.0,,,73,43,58.9,0,30.2,37.2,32.6,37.2,9.3,23.3,       103,    43.7,    34.0,     9.7,     0.0,    12.6,     0.0,      56,403,,454
